,mass_1_source,mass_2_source,total_mass_source,chirp_mass_source,symmetric_mass_ratio
unit,Msun,Msun,Msun,Msun,#
0.005,21.509842178299635,2.4306003883073632,24.21996320760377,6.005003044732306,10.048850505283884
0.05,22.207432367555228,2.498124044420824,24.86379164044066,6.036367183599131,10.460633696216602
0.5,23.207174101036994,2.588029724100419,25.79740591988568,6.092452052481251,11.07460197987607
0.95,24.328563217322603,2.671450379211049,26.839571527238032,6.151959283384394,11.818972020511474
0.995,25.212813121743302,2.7213439175407297,27.643475207982167,6.192641739545673,12.444950025805461
