xyz,A intrinsic (z=0) [Gpc^{-3} yr^{-1}],A observed (design LVK) [yr^{-1}],B intrinsic (z=0) [Gpc^{-3} yr^{-1}],B observed (design LVK) [yr^{-1}],C intrinsic (z=0) [Gpc^{-3} yr^{-1}],C observed (design LVK) [yr^{-1}],D intrinsic (z=0) [Gpc^{-3} yr^{-1}],D observed (design LVK) [yr^{-1}],E intrinsic (z=0) [Gpc^{-3} yr^{-1}],E observed (design LVK) [yr^{-1}],F intrinsic (z=0) [Gpc^{-3} yr^{-1}],F observed (design LVK) [yr^{-1}],G intrinsic (z=0) [Gpc^{-3} yr^{-1}],G observed (design LVK) [yr^{-1}],H intrinsic (z=0) [Gpc^{-3} yr^{-1}],H observed (design LVK) [yr^{-1}],I intrinsic (z=0) [Gpc^{-3} yr^{-1}],I observed (design LVK) [yr^{-1}],J intrinsic (z=0) [Gpc^{-3} yr^{-1}],J observed (design LVK) [yr^{-1}],K intrinsic (z=0) [Gpc^{-3} yr^{-1}],K observed (design LVK) [yr^{-1}],L intrinsic (z=0) [Gpc^{-3} yr^{-1}],L observed (design LVK) [yr^{-1}],M intrinsic (z=0) [Gpc^{-3} yr^{-1}],M observed (design LVK) [yr^{-1}],N intrinsic (z=0) [Gpc^{-3} yr^{-1}],N observed (design LVK) [yr^{-1}],O intrinsic (z=0) [Gpc^{-3} yr^{-1}],O observed (design LVK) [yr^{-1}],P intrinsic (z=0) [Gpc^{-3} yr^{-1}],P observed (design LVK) [yr^{-1}],Q intrinsic (z=0) [Gpc^{-3} yr^{-1}],Q observed (design LVK) [yr^{-1}],R intrinsic (z=0) [Gpc^{-3} yr^{-1}],R observed (design LVK) [yr^{-1}],S intrinsic (z=0) [Gpc^{-3} yr^{-1}],S observed (design LVK) [yr^{-1}],T intrinsic (z=0) [Gpc^{-3} yr^{-1}],T observed (design LVK) [yr^{-1}],U intrinsic (z=0) [Gpc^{-3} yr^{-1}],U observed (design LVK) [yr^{-1}],V intrinsic (z=0) [Gpc^{-3} yr^{-1}],V observed (design LVK) [yr^{-1}],W intrinsic (z=0) [Gpc^{-3} yr^{-1}],W observed (design LVK) [yr^{-1}],X intrinsic (z=0) [Gpc^{-3} yr^{-1}],X observed (design LVK) [yr^{-1}],Y intrinsic (z=0) [Gpc^{-3} yr^{-1}],Y observed (design LVK) [yr^{-1}],Z intrinsic (z=0) [Gpc^{-3} yr^{-1}],Z observed (design LVK) [yr^{-1}]
.0.0.0,33.38711265814328,0.8713062720530261,17.876069908333175,0.4479932362417599,18.973043201438493,0.4732787597293329,55.58394275089645,1.341811037534128,0.4327294827214897,0.0123572357681795,25.277005751190583,0.7479122332544329,31.367234919715067,0.754460263624004,18.79649395937602,0.4778965812018586,51.50207057185295,1.4995638929036177,58.159725976468806,1.7768023479362252,45.08795526350813,1.258009685379535,30.24925923546268,0.588610946746613,33.23532120000281,0.8472451993605831,34.42854868738927,0.9250919831364768,33.8036292614311,0.8818638692474456,60.55244837324275,1.6904807272878164,126.77732333657669,3.984078564396029,34.02339259781733,0.888310279067406,30.999235821581024,0.8378261809778118,23.357795926832843,0.6092045050227336,,,,,,,,,,,,
.1.1.1,49.40691061831564,1.5649735290039066,24.76503247722256,0.727708090629876,23.03872838513884,0.6116587788997961,69.10181275043644,1.77641403169879,1.6152862691778205,0.0592236416922332,47.96483280916606,1.6146591465449125,48.14531265430207,1.2780463861777789,49.2909049139826,1.2963572376031725,157.3012801820904,5.854996416351903,257.6176283502492,8.719755965197558,59.4659602750508,2.153349688048336,41.12161231807939,0.90233911072479,46.864791727220265,1.3708506025790554,53.32693798719869,1.890752584966532,49.73519067575571,1.5772145706491107,86.58116316216842,2.9442831162899434,212.03832764483823,7.271590252830979,49.92938397155526,1.5922077639040604,44.29472768550198,1.4454218486748651,49.71031745317342,1.6409603831756447,,,,,,,,,,,,
.2.1.1,50.89480908408359,1.5484457573889945,25.15571277750597,0.7098945355337251,23.122283527636853,0.5968766702070517,69.43617602747901,1.7382013380073948,1.7155000114543315,0.0604688601477464,50.97804438695897,1.5871503215936196,48.65861538111368,1.2403194963802282,50.78932310966858,1.302563290179635,161.6684488823604,5.844891449302467,292.82131646298444,10.008525968879496,61.04870013980558,2.1019248030887963,42.1302387620047,0.8933424391931888,47.71324785087796,1.333105575733466,55.16111940619692,1.893327429634827,50.94114887988661,1.550701116955829,89.39343828926005,2.9321749730208384,216.97979541224385,7.06070367383093,51.08437279131192,1.5676908783291346,45.91874014311576,1.4289009703550386,50.14474331118054,1.6068229609588793,,,,,,,,,,,,
.3.1.1,33.33277216298946,1.0541754266375492,16.748069904006243,0.4922521958923146,15.56351742199878,0.4128979133568357,46.632104723295576,1.1993106669758582,1.1288579542523398,0.0409236515278091,32.05840000494904,1.074559173636242,32.48945738335331,0.8602444065467348,33.85652778660129,0.8884279343052618,106.61451090916154,3.974962971071078,179.4293132754907,6.098896693720793,40.02340101595451,1.44370278470004,27.671959080831364,0.6072219167440488,31.475260227607865,0.918615712933502,36.04220859585393,1.2822610806734671,33.530624964155145,1.061949110236004,58.32570107424529,1.990224797197559,141.91742791041906,4.850268044180083,33.63747653202013,1.0723097735098108,29.809584114622123,0.9730652209234046,33.69126666531907,1.1141799744320091,,,,,,,,,,,,
.1.1.2,48.70857767234193,1.2558823619022443,22.68682858459936,0.557614413834298,24.331917985225168,0.5849930974804969,66.39259793936813,1.6107017341620065,0.4241039132137776,0.0124283746043387,38.25864427026608,1.1573990873586797,48.19479517403508,1.1457434281251084,18.015292303183465,0.4575633237515315,66.56286627203029,1.881703575739772,55.425171779737255,1.7361174809262998,70.91890342034385,1.9982122222408785,42.67312115820674,0.8169101219693596,48.22812257197153,1.2267504890671412,49.83773530999839,1.3161825324933354,49.259266706612046,1.2707882084350213,87.97911448916726,2.357530383240777,160.92749883255954,4.740383053434475,49.34725371183015,1.2771453204054368,46.15018531428633,1.2526291325639622,34.12743952262454,0.868526499728894,,,,,,,,,,,,
.2.1.2,48.86390168728552,1.244274491313628,24.30228531697928,0.5883423334264903,24.42704780197648,0.5868636992062461,69.06917240481398,1.6322623902891673,0.6123016003785882,0.0192784170260226,41.017299038971736,1.1671377336143016,46.69509295594556,1.1064270941140868,21.97611388448777,0.5487265001197319,70.80478433476185,2.079956969377617,85.83905959720462,2.8213462765295336,71.39482576431178,1.96048190690349,43.35199655477278,0.8088280149367453,48.21811977330295,1.192365049736353,50.39054153808715,1.325311073645013,49.48806843633397,1.257068668803195,87.664697816905,2.331377987780735,161.00419955504387,4.637213165399735,49.426769102404826,1.2599907511116395,47.54129574319168,1.2394036710092955,36.431334069859645,0.9366516694082733,,,,,,,,,,,,
.3.1.2,32.90313435054968,0.8477342755845118,15.63427589307125,0.3839965209049102,16.703477208559576,0.401628180622541,45.66439374278086,1.105381394546722,0.3202409856362747,0.0092128406535218,25.71997355388668,0.7757071755544798,32.84321143128848,0.7806907473705992,12.76287994014012,0.3230137210717091,45.90208207717038,1.3028101763031823,40.23204175455163,1.2622248888363825,47.93262795619727,1.3478043464162646,28.835851866362272,0.551693751336379,32.559561939247445,0.8269697315028246,33.676817636355686,0.8902959321587198,33.271837602445714,0.8578243364641276,59.332627293163945,1.5916980652941364,109.02318675606152,3.206765096456027,33.33119557053179,0.8628609476559617,31.06849712624043,0.8421769951416297,23.436682984535928,0.598430990016173,,,,,,,,,,,,
.1.1.3,48.38326849970217,1.2691673594811836,25.67361832586861,0.6513946398770931,26.892521459553187,0.6688956366464942,79.20747087873755,1.918352003001465,0.6590218165741537,0.0192354782653608,38.92175523017068,1.179443496078576,43.93728705226265,1.0618678430041966,27.936683657825498,0.719897609110342,77.38850929280501,2.298871302784012,88.34135725479183,2.6722534118727546,66.04916669510165,1.8645491076001068,43.55860453733596,0.8536138554697359,48.06933032207458,1.2386971978692565,49.65403695552648,1.3517056585162823,48.93516521084328,1.284947504624652,87.12898093792222,2.436611771239954,182.5862167173792,5.762120448911258,49.28971512697366,1.2955467506368634,45.153077648335646,1.2375099342819698,35.57789454411136,0.9353945476958405,,,,,,,,,,,,
.2.1.3,48.71513980402495,1.252738695028221,27.46194284611409,0.6869394092204874,26.92326308676659,0.6574471953772189,81.56135933536987,1.931129684005076,0.9047857346995608,0.0268783498766113,42.22510549335914,1.2134199585539869,42.06023562122122,1.0102186550265944,32.55008950454034,0.8194854876695159,80.8447134001733,2.4348913994113603,111.5293642992518,3.4635745475233977,67.05178583839042,1.8445957385410887,44.01122338779419,0.8387788387962971,48.24061970577599,1.2069465863145403,49.88690593463124,1.3441531632135009,49.29408828229601,1.2685054898523973,87.0712370723406,2.398834754165995,182.6369874028646,5.580273743592423,49.85545208296895,1.2812630958842346,46.43132651265992,1.2301167309152703,38.65202759539187,1.0253073015699088,,,,,,,,,,,,
.3.1.3,32.606664834788056,0.855083936410408,17.644310883621046,0.4470377518880572,18.281321304696167,0.4551372196629655,54.2401157425124,1.3109023874992427,0.4830356631652943,0.0138963129366852,26.20273568207815,0.7915382687479259,29.707196532970656,0.718061131453283,19.59315018031136,0.5033219559195334,53.095112413577645,1.583158465401025,63.24581178525675,1.919595184311271,44.48795591569276,1.2545851154273182,29.369669282189268,0.5749479859788502,32.36444039739345,0.8329240546028805,33.4763392364321,0.9130938627405571,32.97808302527545,0.8657323615343108,58.578412408121295,1.6407787466816228,123.15831326244862,3.877119019694366,33.250721910593874,0.8743900791535886,30.37308385107643,0.8316476874817341,24.52418677992793,0.6474846721264977,,,,,,,,,,,,
